Date,Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Environment,Advertiser Currency,Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Clicks,Total Conversions,Revenue (Adv Currency)
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Desktop Web (Display RTB),GBP,20244,19764,11471,14,487.00,132.066741
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,131612,127432,77997,89,50.00,492.403610
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Desktop Web (Display RTB),GBP,9577,9305,4515,7,28.00,36.763240
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,4257,4000,2274,6,7.00,17.490494
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,16102,15633,9244,5,5.00,26.905356
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,124692,118455,64578,89,144.00,465.754098
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,97212,94913,70077,191,1772.00,646.543403
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,65025,60379,32930,92,896.00,472.149691
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Desktop Web (Display RTB),GBP,185602,180667,101717,68,36.00,293.665174
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,15340,14712,8543,10,448.00,96.019038
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Mobile Web,GBP,54015,51461,29950,46,56.00,191.541806
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,131711,127692,75892,69,49.00,488.070985
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,40257,39324,24003,11,8.00,45.867744
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,32618,31767,19971,6,4.00,33.559380
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,257538,232582,123448,191,23.00,418.482817
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,518816,482660,274394,1050,456.00,1972.613061
2017/04/20,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Australia,2875662,Active,,Desktop Web (Display RTB),GBP,135852,130453,62744,112,17.00,398.264486
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,62757,58678,32293,112,977.00,452.989060
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Mobile Web,GBP,16621,15572,9301,4,482.00,100.901421
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Desktop Web (Display RTB),GBP,181404,175843,99620,63,35.00,328.850874
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,16797,15858,9433,1,443.00,102.232938
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Mobile Web,GBP,53432,50776,29769,16,70.00,187.496664
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Mobile Web,GBP,80927,74813,42987,54,23.00,221.862134
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,4024,3739,2138,5,8.00,16.967500
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Mobile Web,GBP,79740,70590,38281,61,3.00,41.289014
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Desktop Web (Display RTB),GBP,226324,219854,118986,125,90.00,564.664918
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Mobile Web,GBP,74386,70237,50908,164,1805.00,476.581157
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Desktop Web (Display RTB),GBP,407734,394521,246760,607,832.00,1962.126999
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,425493,409073,267639,313,189.00,2012.525214
2017/04/21,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Australia,2875662,Active,,Desktop Web (Display RTB),GBP,128189,123252,58412,97,25.00,354.871241
2017/04/21,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,203078,195489,100987,160,49.00,750.403445
2017/04/21,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,866372,846282,336474,384,52.00,294.420198
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,154237,129914,73379,23,35.00,381.039999
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Desktop Web (Display RTB),GBP,21391,20797,13169,25,495.00,129.983802
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,105414,98449,54019,117,222.00,398.469788
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,90007,79887,42657,64,8.00,59.413709
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,3846,3591,2035,3,4.00,16.618709
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,37923,37115,21451,0,1.00,34.224857
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,560247,524501,298602,1003,470.00,2225.466641
2017/04/22,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,428192,406481,129523,157,14.00,333.851891
2017/04/22,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,978231,945760,419799,1165,114.00,877.550617
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,100021,93914,51137,24,109.00,375.686290
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,39924,38523,21803,25,205.00,189.132790
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Desktop Web (Display RTB),GBP,1408,1353,851,2,6.00,7.970192
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,207232,188448,103628,29,25.00,429.423797
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,89785,88099,64133,181,1879.00,597.642350
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,578931,544526,309026,954,568.00,2374.663887
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,408907,393748,247019,419,155.00,1666.089418
2017/04/22,_2017_Next_International SS17_ United Arab Emirates,3291256,Paused,,Desktop Web (Display RTB),GBP,55494,52974,26228,61,0.00,325.129803
2017/04/23,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,104943,101907,41697,44,29.00,31.499202
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,20757,20219,11687,2,457.00,125.475575
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,163017,145319,79777,18,35.00,406.130941
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Mobile Web,GBP,48283,45594,24585,17,54.00,173.646922
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,88420,79138,42937,87,11.00,44.815654
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Mobile Web,GBP,76117,69175,38296,65,5.00,44.683837
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,191269,173687,94849,29,42.00,409.808271
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Mobile Web,GBP,397373,369125,251589,592,173.00,1653.077541
2017/04/23,_2017_Next_International SS17_ United Arab Emirates,3291256,Paused,,Desktop Web (Display RTB),GBP,33957,32358,15332,49,5.00,323.664320
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,21105,20606,12453,6,443.00,123.439781
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Desktop Web (Display RTB),GBP,97305,94677,54588,18,290.00,408.872285
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Desktop Web (Display RTB),GBP,21007,20323,12557,1,503.00,128.762028
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Desktop Web (Display RTB),GBP,21683,21070,13179,18,492.00,127.704197
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,90897,87964,54068,32,26.00,200.090635
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,47297,45867,26503,53,287.00,202.393491
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Desktop Web (Display RTB),GBP,2746,2636,1663,3,12.00,14.368322
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,23487,21972,11827,4,564.00,136.416407
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Desktop Web (Display RTB),GBP,179449,174791,98369,87,80.00,553.816791
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,646336,626857,414028,470,268.00,2608.409224
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,59608,56457,29119,106,1020.00,390.621459
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Desktop Web (Display RTB),GBP,24050,23327,14532,2,449.00,150.184520
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Mobile Web,GBP,74618,68540,38411,14,28.00,213.148538
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,15143,14087,8021,22,458.00,91.438815
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Desktop Web (Display RTB),GBP,8043,7827,4584,7,30.00,30.193211
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,3869,3631,2001,7,11.00,16.586337
2017/04/05,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Australia,2875662,Active,,Desktop Web (Display RTB),GBP,126560,123302,62331,63,12.00,365.985265
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Desktop Web (Display RTB),GBP,114404,110986,66645,46,24.00,203.113789
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Mobile Web,GBP,62637,58828,32821,78,63.00,217.357968
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,84433,82251,50317,25,17.00,114.486731
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,48455,43282,23654,31,11.00,65.087066
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Desktop Web (Display RTB),GBP,2396,2255,1404,5,8.00,9.120942
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Desktop Web (Display RTB),GBP,27287,26450,16530,20,530.00,171.621772
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,215095,189411,97682,163,23.00,150.281867
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,37270,36183,22570,58,912.00,231.001374
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,185290,172193,93533,257,233.00,631.380443
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,55907,52771,33772,115,938.00,396.029263
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,16646,15484,9476,18,467.00,99.494783
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,115478,107770,59790,142,252.00,417.978607
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,28278,24442,13926,21,11.00,48.639245
2017/04/07,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,177738,170317,83432,148,50.00,709.116539
2017/04/07,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Israel,2875683,Active,,Desktop Web (Display RTB),GBP,701604,677868,295240,619,279.00,1661.570484
2017/04/07,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,1149761,1112918,461444,1241,213.00,781.761626
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Desktop Web (Display RTB),GBP,86760,83536,50474,156,221.00,410.614381
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Mobile Web,GBP,72329,63713,31742,45,16.00,88.750135
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,41009,39623,24434,32,214.00,196.081302
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Desktop Web (Display RTB),GBP,1767,1648,1010,2,7.00,6.817154
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Desktop Web (Display RTB),GBP,25950,25105,15915,15,572.00,169.046437
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Desktop Web (Display RTB),GBP,107225,103197,61829,96,250.00,524.710193
2017/04/07,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,164881,152949,83067,398,256.00,616.443003
2017/04/08,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,290455,274840,93962,100,7.00,239.914983
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,17682,17165,10289,30,300.00,112.801772
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,100254,93101,50004,212,93.00,368.361917
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Desktop Web (Display RTB),GBP,16646,15772,9704,17,328.00,114.056852
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,63673,61238,38019,44,17.00,273.323885
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,36690,35273,20623,34,140.00,174.530730
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Desktop Web (Display RTB),GBP,24222,23414,14327,25,423.00,158.102997
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,163704,152656,81129,279,117.00,577.527922
2017/04/08,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Mobile Web,GBP,135709,121022,75539,204,61.00,412.724642
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Mobile Web,GBP,19568,18098,11186,46,523.00,116.997938
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,66764,64084,38891,33,24.00,299.181043
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,2834,2654,1528,2,7.00,8.908220
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,12092,11734,7312,7,7.00,39.908764
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Desktop Web (Display RTB),GBP,278601,269358,156752,159,82.00,638.544919
2017/04/09,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,44856,43462,25638,111,1071.00,288.081901
2017/04/10,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,937863,916016,374695,409,46.00,328.234635
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Desktop Web (Display RTB),GBP,157288,149450,93093,58,37.00,280.141667
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,17038,15857,9747,20,576.00,98.857842
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,44937,43470,25517,44,243.00,197.567811
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Desktop Web (Display RTB),GBP,27571,26865,15902,31,746.00,175.972644
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,40888,39800,24534,89,1309.00,262.774873
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Desktop Web (Display RTB),GBP,202061,195794,113293,432,790.00,922.730509
2017/04/10,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,208573,200607,132215,159,110.00,760.402691
2017/04/11,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,196809,188566,102483,147,77.00,731.961517
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,80939,75205,41541,183,144.00,300.874896
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,140656,123773,64151,151,110.00,208.279307
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,2712,2493,1350,7,6.00,8.317563
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,22983,22597,14428,8,5.00,41.196567
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,123084,114744,59829,193,168.00,405.287419
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,159155,147316,80756,412,399.00,573.315523
2017/04/12,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,187710,181387,92005,142,74.00,731.768123
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,209626,187076,101620,244,91.00,368.533319
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,104661,100947,61641,39,38.00,392.686876
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,57615,51525,28678,48,29.00,88.633918
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Desktop Web (Display RTB),GBP,1823,1786,1054,1,4.00,6.825622
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Desktop Web (Display RTB),GBP,95058,91752,54816,67,320.00,494.259899
2017/04/13,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,371698,347024,129470,128,19.00,331.978407
2017/04/13,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,1040002,1018016,407755,452,59.00,365.492601
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,45125,41503,24687,74,972.00,328.959972
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,18587,18123,10952,36,558.00,118.998721
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Desktop Web (Display RTB),GBP,18414,17751,11094,13,547.00,124.819277
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Mobile Web,GBP,57685,54443,31291,94,75.00,209.305767
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,117905,113752,68222,43,52.00,441.159329
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,3454,3227,1843,4,2.00,13.247460
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Mobile Web,GBP,35178,33322,24082,29,1114.00,230.214077
2017/04/14,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,187116,179253,92425,129,34.00,732.650789
2017/04/14,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,897022,878411,355941,375,44.00,321.068819
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,17874,17412,10236,31,487.00,113.678954
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,196542,178297,103274,273,82.00,363.525560
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,120055,111782,62050,163,303.00,433.512195
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,38753,37927,22582,7,7.00,43.606110
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Desktop Web (Display RTB),GBP,1775,1726,1099,6,5.00,10.130841
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,13312,12980,7808,3,4.00,27.094958
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,256714,226848,123195,257,72.00,420.947462
