impression_date,advertiser_name,deal_id,deal_name,Impressions,Clicks,Currency, Cost 
2017_08_11,SCA_UK_Zenith,svn_TECH,Gadget Fans,6,0,GBP,£0.03
2017_08_11,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,31,0,GBP,£0.44
2017_08_11,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",4,0,GBP,£0.13
2017_08_11,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,"1,354",10,GBP,£14.62
2017_08_11,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,2,0,GBP,£0.01
2017_08_11,SCA_UK_Zenith,svn_HEALTH,Health Gurus,2,0,GBP,£0.01
2017_08_12,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,033",141,GBP,£226.87
2017_08_12,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"7,596",29,GBP,£41.17
2017_08_12,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,696,8,GBP,£7.56
2017_08_12,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.01
2017_08_12,SCA_UK_Zenith,svn_HEALTH,Health Gurus,4,0,GBP,£0.02
2017_08_12,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",1,0,GBP,£0.02
2017_08_12,SCA_UK_Zenith,OX-jus-46eZCE,AO - OpenX - Just Premium,2,0,GBP,£0.02
2017_08_12,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,20,0,GBP,£0.11
2017_08_12,SCA_UK_Zenith,svn_FOOD,Foodies,9,0,GBP,£0.05
2017_08_12,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,2,0,GBP,£0.01
2017_08_12,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"3,612",71,GBP,£84.26
2017_08_12,SCA_UK_Zenith,Sovrn_HV1,High Viewability,1,0,GBP,£0.00
2017_08_12,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,654",2,GBP,£8.96
2017_08_12,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,1,0,GBP,£0.02
2017_08_12,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,67,0,GBP,£0.32
2017_08_12,SCA_UK_Zenith,svn_HOME,Home Improvement,1,0,GBP,£0.01
2017_08_12,SCA_UK_Zenith,svn_LAWGOVT,Politicos,2,0,GBP,£0.01
2017_08_12,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,2,0,GBP,£0.01
2017_08_12,SCA_UK_Zenith,svn_TECH,Gadget Fans,3,0,GBP,£0.02
2017_08_12,SCA_UK_Zenith,svn_NEWS,Newshounds,0,1,GBP,
2017_08_12,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,6,0,GBP,£0.07
2017_08_12,SCA_UK_Zenith,Unknown,Unknown,"337,127",412,GBP,"£1,071.34"
2017_08_12,SCA_UK_Zenith,svn_PETS,Pet Lovers,3,0,GBP,£0.02
2017_08_12,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,1,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",4,0,GBP,£0.06
2017_08_13,SCA_UK_Zenith,svn_FOOD,Foodies,6,0,GBP,£0.04
2017_08_13,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,996,7,GBP,£10.72
2017_08_13,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,svn_HEALTH,Health Gurus,1,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,Sovrn_HV1,High Viewability,3,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,23,0,GBP,£0.13
2017_08_13,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,2,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,235,0,GBP,£3.98
2017_08_13,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,52,0,GBP,£0.24
2017_08_13,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,1,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,svn_TECH,Gadget Fans,3,0,GBP,£0.02
2017_08_13,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"3,294",51,GBP,£76.79
2017_08_13,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,0,1,GBP,
2017_08_13,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,887",5,GBP,£10.21
2017_08_13,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,22,0,GBP,£0.31
2017_08_13,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",3,0,GBP,£0.09
2017_08_13,SCA_UK_Zenith,OX-33a-bWjc5I,AO - OpenX RTB - 33Across - OX-33a-bWjc5I,2,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,svn_LAWGOVT,Politicos,2,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,2,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,svn_NEWS,Newshounds,1,0,GBP,£0.01
2017_08_13,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,337",149,GBP,£234.21
2017_08_13,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,10,0,GBP,£0.12
2017_08_13,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"7,626",24,GBP,£41.37
2017_08_13,SCA_UK_Zenith,Unknown,Unknown,"335,363",423,GBP,"£1,068.87"
2017_08_13,SCA_UK_Zenith,svn_PETS,Pet Lovers,1,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,436,1,GBP,£5.06
2017_08_14,SCA_UK_Zenith,Unknown,Unknown,"342,925",376,GBP,"£1,059.64"
2017_08_14,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,3,0,GBP,£0.02
2017_08_14,SCA_UK_Zenith,svn_PETS,Pet Lovers,1,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,2,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,Sovrn_HV1,High Viewability,2,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,273,0,GBP,£4.63
2017_08_14,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,53,1,GBP,£0.24
2017_08_14,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,"1,198",9,GBP,£12.92
2017_08_14,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,svn_HEALTH,Health Gurus,2,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,1,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,svn_TECH,Gadget Fans,16,0,GBP,£0.09
2017_08_14,SCA_UK_Zenith,OX-jus-46eZCE,AO - OpenX - Just Premium,1,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,2,1,GBP,£0.01
2017_08_14,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,19,0,GBP,£0.11
2017_08_14,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,2,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,19,0,GBP,£0.27
2017_08_14,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",1,0,GBP,£0.03
2017_08_14,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"3,455",46,GBP,£80.55
2017_08_14,SCA_UK_Zenith,OX-pmc-Vude2j,AO - OpenX - PMC - OX-pmc-Vude2j,1,0,GBP,£0.00
2017_08_14,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,812",4,GBP,£9.81
2017_08_14,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,190",114,GBP,£230.52
2017_08_14,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"7,432",25,GBP,£40.42
2017_08_14,SCA_UK_Zenith,svn_HOME,Home Improvement,1,0,GBP,£0.01
2017_08_14,SCA_UK_Zenith,svn_LAWGOVT,Politicos,3,0,GBP,£0.02
2017_08_14,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",285,0,GBP,£4.38
2017_08_14,SCA_UK_Zenith,svn_FOOD,Foodies,3,0,GBP,£0.02
2017_08_15,SCA_UK_Zenith,Sovrn_HV1,High Viewability,3,0,GBP,£0.01
2017_08_15,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,269,1,GBP,£4.55
2017_08_15,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,601,0,GBP,£6.92
2017_08_15,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,48,0,GBP,£0.23
2017_08_15,SCA_UK_Zenith,Unknown,Unknown,"442,783",385,GBP,"£1,057.39"
2017_08_15,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,4,0,GBP,£0.02
2017_08_15,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,3,0,GBP,£0.02
2017_08_15,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,2,0,GBP,£0.01
2017_08_15,SCA_UK_Zenith,svn_TECH,Gadget Fans,7,0,GBP,£0.03
2017_08_15,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,3,1,GBP,£0.01
2017_08_15,SCA_UK_Zenith,svn_STYLE,Fashionistas,1,0,GBP,£0.01
2017_08_15,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,29,0,GBP,£0.41
2017_08_15,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",2,0,GBP,£0.06
2017_08_15,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,"1,364",9,GBP,£14.70
2017_08_15,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.01
2017_08_15,SCA_UK_Zenith,svn_HEALTH,Health Gurus,1,0,GBP,£0.00
2017_08_15,SCA_UK_Zenith,OX-dip-EiENas,AO - OpenX RTB - GoViral Inc. - OX-dip-EiENas,1,0,GBP,£0.01
2017_08_15,SCA_UK_Zenith,OX-pmc-Vude2j,AO - OpenX - PMC - OX-pmc-Vude2j,1,0,GBP,£0.00
2017_08_15,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,13,0,GBP,£0.07
2017_08_15,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,1,0,GBP,£0.01
2017_08_15,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"9,267",133,GBP,£232.37
2017_08_15,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"8,523",20,GBP,£46.47
2017_08_15,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"3,374",31,GBP,£78.63
2017_08_15,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",288,0,GBP,£4.41
2017_08_15,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"1,993",1,GBP,£10.79
2017_08_15,SCA_UK_Zenith,svn_FOOD,Foodies,2,1,GBP,£0.01
2017_08_15,SCA_UK_Zenith,svn_TRAVEL,Jet Setters,1,0,GBP,£0.01
2017_08_15,SCA_UK_Zenith,svn_LAWGOVT,Politicos,1,0,GBP,£0.00
2017_08_16,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,657,0,GBP,£11.05
2017_08_16,SCA_UK_Zenith,OX-33a-bWjc5I,AO - OpenX RTB - 33Across - OX-33a-bWjc5I,3,0,GBP,£0.01
2017_08_16,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,27,2,GBP,£0.11
2017_08_16,SCA_UK_Zenith,svn_LAWGOVT,Politicos,2,0,GBP,£0.01
2017_08_16,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,2,0,GBP,£0.01
2017_08_16,SCA_UK_Zenith,svn_TECH,Gadget Fans,8,0,GBP,£0.04
2017_08_16,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,3,1,GBP,£0.01
2017_08_16,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,614,0,GBP,£7.07
2017_08_16,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,57,0,GBP,£0.79
2017_08_16,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",2,0,GBP,£0.06
2017_08_16,SCA_UK_Zenith,Unknown,Unknown,"435,867",338,GBP,"£1,051.21"
2017_08_16,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,2,0,GBP,£0.01
2017_08_16,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"6,754",100,GBP,£170.02
2017_08_16,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"8,640",28,GBP,£47.30
2017_08_16,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,"1,368",6,GBP,£14.75
2017_08_16,SCA_UK_Zenith,svn_HEALTH,Health Gurus,3,0,GBP,£0.01
2017_08_16,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",240,0,GBP,£3.67
2017_08_16,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,9,0,GBP,£0.05
2017_08_16,SCA_UK_Zenith,svn_FOOD,Foodies,5,0,GBP,£0.02
2017_08_16,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,1,0,GBP,£0.00
2017_08_16,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"6,061",48,GBP,£140.12
2017_08_16,SCA_UK_Zenith,Sovrn_HV1,High Viewability,8,0,GBP,£0.04
2017_08_16,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"2,503",7,GBP,£13.59
2017_08_17,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"6,054",67,GBP,£140.92
2017_08_17,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"2,770",5,GBP,£15.11
2017_08_17,SCA_UK_Zenith,svn_STYLE,Fashionistas,1,0,GBP,£0.00
2017_08_17,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,88,0,GBP,£1.23
2017_08_17,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",2,0,GBP,£0.06
2017_08_17,SCA_UK_Zenith,svn_LAWGOVT,Politicos,2,0,GBP,£0.01
2017_08_17,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,1,0,GBP,£0.01
2017_08_17,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"6,705",99,GBP,£170.02
2017_08_17,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"8,316",38,GBP,£45.56
2017_08_17,SCA_UK_Zenith,Unknown,Unknown,"435,548",338,GBP,"£1,052.96"
2017_08_17,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,7,0,GBP,£0.03
2017_08_17,SCA_UK_Zenith,svn_PETS,Pet Lovers,3,0,GBP,£0.02
2017_08_17,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",130,0,GBP,£2.01
2017_08_17,SCA_UK_Zenith,svn_FOOD,Foodies,9,0,GBP,£0.05
2017_08_17,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,357,5,GBP,£3.93
2017_08_17,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.00
2017_08_17,SCA_UK_Zenith,svn_HEALTH,Health Gurus,1,0,GBP,£0.01
2017_08_17,SCA_UK_Zenith,Sovrn_HV1,High Viewability,7,0,GBP,£0.03
2017_08_17,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,24,0,GBP,£0.11
2017_08_17,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,1,0,GBP,£0.00
2017_08_17,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,973,0,GBP,£16.52
2017_08_17,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,42,0,GBP,£0.18
2017_08_17,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,1,0,GBP,£0.00
2017_08_17,SCA_UK_Zenith,svn_TECH,Gadget Fans,12,0,GBP,£0.06
2017_08_18,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,29,1,GBP,£0.41
2017_08_18,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",6,0,GBP,£0.19
2017_08_18,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"5,206",49,GBP,£121.02
2017_08_18,SCA_UK_Zenith,OX-pmc-Vude2j,AO - OpenX - PMC - OX-pmc-Vude2j,1,0,GBP,£0.00
2017_08_18,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"2,830",1,GBP,£15.47
2017_08_18,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"6,723",91,GBP,£170.00
2017_08_18,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"9,173",30,GBP,£50.25
2017_08_18,SCA_UK_Zenith,svn_HOME,Home Improvement,1,0,GBP,£0.00
2017_08_18,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",82,0,GBP,£1.26
2017_08_18,SCA_UK_Zenith,svn_FOOD,Foodies,9,0,GBP,£0.04
2017_08_18,SCA_UK_Zenith,Unknown,Unknown,"433,419",369,GBP,"£1,185.89"
2017_08_18,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,6,0,GBP,£0.03
2017_08_18,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,3,0,GBP,£0.02
2017_08_18,SCA_UK_Zenith,Sovrn_HV1,High Viewability,23,0,GBP,£0.10
2017_08_18,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,202,0,GBP,£3.42
2017_08_18,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,64,0,GBP,£0.26
2017_08_18,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,343,0,GBP,£3.72
2017_08_18,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,2,0,GBP,£0.01
2017_08_18,SCA_UK_Zenith,svn_HEALTH,Health Gurus,7,0,GBP,£0.03
2017_08_18,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,2,0,GBP,£0.01
2017_08_18,SCA_UK_Zenith,svn_TECH,Gadget Fans,5,0,GBP,£0.02
2017_08_18,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,1,0,GBP,£0.00
2017_08_18,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,33,0,GBP,£0.15
2017_08_18,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,2,0,GBP,£0.01
2017_08_18,SCA_UK_Zenith,svn_STYLE,Fashionistas,3,0,GBP,£0.01
2017_08_19,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,30,0,GBP,£0.15
2017_08_19,SCA_UK_Zenith,svn_HOBBIES,Hobbyists,3,0,GBP,£0.01
2017_08_19,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"6,714",92,GBP,£170.02
2017_08_19,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"8,035",29,GBP,£43.98
2017_08_19,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"6,618",73,GBP,£153.91
2017_08_19,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",3,0,GBP,£0.05
2017_08_19,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"2,345",3,GBP,£12.77
2017_08_19,SCA_UK_Zenith,svn_FOOD,Foodies,15,0,GBP,£0.07
2017_08_19,SCA_UK_Zenith,svn_HOME,Home Improvement,2,0,GBP,£0.01
2017_08_19,SCA_UK_Zenith,svn_LAWGOVT,Politicos,5,0,GBP,£0.03
2017_08_19,SCA_UK_Zenith,Sovrn_HV1,High Viewability,22,0,GBP,£0.11
2017_08_19,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,188,0,GBP,£3.19
2017_08_19,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,12,0,GBP,£0.14
2017_08_19,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,70,0,GBP,£0.27
2017_08_19,SCA_UK_Zenith,Unknown,Unknown,"437,983",399,GBP,"£1,186.81"
2017_08_19,SCA_UK_Zenith,svn_BUSINESS,Business Buffs,4,0,GBP,£0.02
2017_08_19,SCA_UK_Zenith,svn_CAREERS,Job Seekers,1,0,GBP,£0.00
2017_08_19,SCA_UK_Zenith,svn_PETS,Pet Lovers,4,0,GBP,£0.02
2017_08_19,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,3,0,GBP,£0.01
2017_08_19,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,4,0,GBP,£0.02
2017_08_19,SCA_UK_Zenith,svn_TECH,Gadget Fans,11,0,GBP,£0.05
2017_08_19,SCA_UK_Zenith,TRN-13132-0079a,AO - Rubicon - xAd - CPG,0,1,GBP,
2017_08_19,SCA_UK_Zenith,svn_STYLE,Fashionistas,1,0,GBP,£0.01
2017_08_19,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,31,1,GBP,£0.43
2017_08_19,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",2,0,GBP,£0.06
2017_08_19,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,271,0,GBP,£2.98
2017_08_19,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.00
2017_08_20,SCA_UK_Zenith,357293,Playground XYZ_SCA_Bodyform Blackliner,"6,982",79,GBP,£162.53
2017_08_20,SCA_UK_Zenith,TRN-13132-00b3e,GroundTruth_SCA_Bodyform Blackliner_300x250,"2,178",3,GBP,£11.88
2017_08_20,SCA_UK_Zenith,svn_STYLE,Fashionistas,1,0,GBP,£0.00
2017_08_20,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 300x600,51,0,GBP,£0.72
2017_08_20,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 320x480, 300x600, 970x250",6,0,GBP,£0.19
2017_08_20,SCA_UK_Zenith,svn_LAWGOVT,Politicos,1,0,GBP,£0.01
2017_08_20,SCA_UK_Zenith,svn_EDU,Secondary & Adult Ed,1,0,GBP,£0.00
2017_08_20,SCA_UK_Zenith,361954,Sublime Skinz_SCA_Bodyform Blackliner 2,"6,705",80,GBP,£169.95
2017_08_20,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | Standard,3,0,GBP,£0.03
2017_08_20,SCA_UK_Zenith,TRN-13132-00b3d,GroundTruth_SCA_Bodyform Blackliner_320x50,"7,572",26,GBP,£41.46
2017_08_20,SCA_UK_Zenith,Unknown,Unknown,"424,141",385,GBP,"£1,183.93"
2017_08_20,SCA_UK_Zenith,svn_PETS,Pet Lovers,1,0,GBP,£0.00
2017_08_20,SCA_UK_Zenith,svn_SCIENCE,Science Buffs,2,0,GBP,£0.01
2017_08_20,SCA_UK_Zenith,7.63725E+17,"CN UK | Glamour UK Health | 300x250, 300x50, 728x90",5,0,GBP,£0.08
2017_08_20,SCA_UK_Zenith,svn_FOOD,Foodies,7,0,GBP,£0.03
2017_08_20,SCA_UK_Zenith,TRN-13132-00bff,GroundTruth_SCA_Bodyform Blackliner_320x480 2,330,2,GBP,£3.62
2017_08_20,SCA_UK_Zenith,svn_AUTOMOTIVE,Car Lovers,1,0,GBP,£0.00
2017_08_20,SCA_UK_Zenith,svn_HEALTH,Health Gurus,4,0,GBP,£0.02
2017_08_20,SCA_UK_Zenith,Sovrn_HV1,High Viewability,9,0,GBP,£0.04
2017_08_20,SCA_UK_Zenith,svn_ARTS,Arts & Popular Media,25,0,GBP,£0.11
2017_08_20,SCA_UK_Zenith,4.53686E+17,PSG | HMIUK | ZENITH | BODYFORM | FEMALE HEALTH | 970x250,388,0,GBP,£6.59
2017_08_20,SCA_UK_Zenith,OX-MPO-dlJ58A,AO - OpenX RTB - Various - OX-MPO-dlJ58A,48,0,GBP,£0.19
2017_08_20,SCA_UK_Zenith,svn_SPORTS,Sports Enthusiats,1,0,GBP,£0.01
2017_08_20,SCA_UK_Zenith,svn_TECH,Gadget Fans,6,0,GBP,£0.03
